date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:00:33	866192/866192	---M--	200	added ('OK')	application/x-font-ttf	etag:%22d3790-5dbde283f1a00%22	https://mojtababagheri.ir/assets/fonts/fa/fa-solid-900.ttf	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/fa/fa-solid-900.ttf	(from https://mojtababagheri.ir/assets/css/fontawesome-all-pro.css)
13:00:34	464316/464316	---M--	200	added ('OK')	text/html	etag:%22715bc-5dbde28b92c00%22	https://mojtababagheri.ir/assets/fonts/fa/fa-thin-100.woff2	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/fa/fa-thin-100.html	(from https://mojtababagheri.ir/assets/css/fontawesome-all-pro.css)
13:00:34	4960/4960	---M--	200	added ('OK')	text/html	etag:%221360-5dbde287c2300%22	https://mojtababagheri.ir/assets/fonts/fa/fa-v4compatibility.woff2	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/fa/fa-v4compatibility.html	(from https://mojtababagheri.ir/assets/css/fontawesome-all-pro.css)
13:00:34	10556/10556	---M--	200	added ('OK')	application/x-font-ttf	etag:%22293c-5dbde285d9e80%22	https://mojtababagheri.ir/assets/fonts/fa/fa-v4compatibility.ttf	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/fa/fa-v4compatibility.ttf	(from https://mojtababagheri.ir/assets/css/fontawesome-all-pro.css)
13:00:35	59476/59476	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22e854-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/eot/IRANSansWeb_Black.eot	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/eot/IRANSansWeb_Black.eot	(from https://mojtababagheri.ir/assets/css/fonts.css)
13:00:35	59476/59476	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22e854-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/eot/IRANSansWeb_Black.eot?	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/eot/IRANSansWeb_Blackd41d.eot	(from https://mojtababagheri.ir/assets/css/fonts.css)
13:00:35	28424/28424	---M--	200	added ('OK')	text/html	etag:%226f08-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/woff2/IRANSansWeb_Black.woff2	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/woff2/IRANSansWeb_Black.html	(from https://mojtababagheri.ir/assets/css/fonts.css)
13:00:36	36641/36641	---M--	200	added ('OK')	application/x-font-woff	etag:%228f21-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/woff/IRANSansWeb_Black.woff	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/woff/IRANSansWeb_Black.woff	(from https://mojtababagheri.ir/assets/css/fonts.css)
13:00:36	59172/59172	---M--	200	added ('OK')	application/x-font-ttf	etag:%22e724-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/ttf/IRANSansWeb_Black.ttf	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/ttf/IRANSansWeb_Black.ttf	(from https://mojtababagheri.ir/assets/css/fonts.css)
13:00:36	61136/61136	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22eed0-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/eot/IRANSansWeb_Bold.eot?	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/eot/IRANSansWeb_Boldd41d.eot	(from https://mojtababagheri.ir/assets/css/fonts.css)
